,name1,name,liked,difficulty,passed,submitted,url
878,886. 可能的二分法,Possible Bipartition,23,中等,"1,394","4,142",https://leetcode-cn.com/problems/possible-bipartition
879,887. 鸡蛋掉落,Super Egg Drop,144,困难,"6,159","30,289",https://leetcode-cn.com/problems/super-egg-drop
880,888. 公平的糖果交换,Fair Candy Swap,48,简单,"7,926","15,678",https://leetcode-cn.com/problems/fair-candy-swap
881,889. 根据前序和后序遍历构造二叉树,Construct Binary Tree From Preorder And Postorder Traversal,43,中等,"2,528","4,119",https://leetcode-cn.com/problems/construct-binary-tree-from-preorder-and-postorder-traversal
882,890. 查找和替换模式,Find And Replace Pattern,34,中等,"3,139","4,539",https://leetcode-cn.com/problems/find-and-replace-pattern
883,891. 子序列宽度之和,Sum Of Subsequence Widths,21,困难,903,"3,463",https://leetcode-cn.com/problems/sum-of-subsequence-widths
884,892. 三维形体的表面积,Surface Area Of 3D Shapes,38,简单,"4,411","8,000",https://leetcode-cn.com/problems/surface-area-of-3d-shapes
885,893. 特殊等价字符串组,Groups Of Special Equivalent Strings,42,简单,"3,633","5,630",https://leetcode-cn.com/problems/groups-of-special-equivalent-strings
886,894. 所有可能的满二叉树,All Possible Full Binary Trees,62,中等,"3,665","5,037",https://leetcode-cn.com/problems/all-possible-full-binary-trees
887,895. 最大频率栈,Maximum Frequency Stack,36,困难,996,"2,226",https://leetcode-cn.com/problems/maximum-frequency-stack
888,896. 单调数列,Monotonic Array,41,简单,"10,342","20,637",https://leetcode-cn.com/problems/monotonic-array
889,897. 递增顺序查找树,Increasing Order Search Tree,41,简单,"6,053","9,471",https://leetcode-cn.com/problems/increasing-order-search-tree
890,898. 子数组按位或操作,Bitwise Ors Of Subarrays,27,中等,"1,695","6,698",https://leetcode-cn.com/problems/bitwise-ors-of-subarrays
891,899. 有序队列,Orderly Queue,16,困难,"1,584","3,214",https://leetcode-cn.com/problems/orderly-queue
892,900. RLE 迭代器,Rle Iterator,14,中等,983,"2,466",https://leetcode-cn.com/problems/rle-iterator
893,901. 股票价格跨度,Online Stock Span,19,中等,"1,825","5,236",https://leetcode-cn.com/problems/online-stock-span
894,902. 最大为 N 的数字组合,Numbers At Most N Given Digit Set,22,困难,983,"3,678",https://leetcode-cn.com/problems/numbers-at-most-n-given-digit-set
895,903. DI 序列的有效排列,Valid Permutations For Di Sequence,33,困难,"1,012","2,031",https://leetcode-cn.com/problems/valid-permutations-for-di-sequence
896,904. 水果成篮,Fruit Into Baskets,19,中等,"2,025","5,834",https://leetcode-cn.com/problems/fruit-into-baskets
897,905. 按奇偶排序数组,Sort Array By Parity,113,简单,"26,798","39,479",https://leetcode-cn.com/problems/sort-array-by-parity
898,906. 超级回文数,Super Palindromes,11,困难,678,"3,336",https://leetcode-cn.com/problems/super-palindromes
899,907. 子数组的最小值之和,Sum Of Subarray Minimums,52,中等,"2,421","9,271",https://leetcode-cn.com/problems/sum-of-subarray-minimums
900,908. 最小差值 I,Smallest Range I,36,简单,"7,891","11,777",https://leetcode-cn.com/problems/smallest-range-i
901,909. 蛇梯棋,Snakes And Ladders,14,中等,834,"3,005",https://leetcode-cn.com/problems/snakes-and-ladders
902,910. 最小差值 II,Smallest Range Ii,36,中等,"1,719","6,953",https://leetcode-cn.com/problems/smallest-range-ii
903,911. 在线选举,Online Election,7,中等,816,"2,246",https://leetcode-cn.com/problems/online-election
904,912. 排序数组,Sort An Array,33,中等,"11,773","22,688",https://leetcode-cn.com/problems/sort-an-array
905,913. 猫和老鼠,Cat And Mouse,23,困难,307,"1,181",https://leetcode-cn.com/problems/cat-and-mouse
906,914. 卡牌分组,X Of A Kind In A Deck Of Cards,63,简单,"7,480","23,135",https://leetcode-cn.com/problems/x-of-a-kind-in-a-deck-of-cards
907,915. 分割数组,Partition Array Into Disjoint Intervals,27,中等,"2,873","6,875",https://leetcode-cn.com/problems/partition-array-into-disjoint-intervals
908,916. 单词子集,Word Subsets,18,中等,"1,650","4,417",https://leetcode-cn.com/problems/word-subsets
909,917. 仅仅反转字母,Reverse Only Letters,32,简单,"7,026","13,378",https://leetcode-cn.com/problems/reverse-only-letters
910,918. 环形子数组的最大和,Maximum Sum Circular Subarray,40,中等,"1,876","6,212",https://leetcode-cn.com/problems/maximum-sum-circular-subarray
911,919. 完全二叉树插入器,Complete Binary Tree Inserter,8,中等,"1,261","2,146",https://leetcode-cn.com/problems/complete-binary-tree-inserter
912,920. 播放列表的数量,Number Of Music Playlists,24,困难,468,"1,144",https://leetcode-cn.com/problems/number-of-music-playlists
913,921. 使括号有效的最少添加,Minimum Add To Make Parentheses Valid,24,中等,"5,187","7,532",https://leetcode-cn.com/problems/minimum-add-to-make-parentheses-valid
914,922. 按奇偶排序数组 II,Sort Array By Parity Ii,68,简单,"20,670","31,142",https://leetcode-cn.com/problems/sort-array-by-parity-ii
915,923. 三数之和的多种可能,3Sum With Multiplicity,17,中等,"1,661","5,483",https://leetcode-cn.com/problems/3sum-with-multiplicity
916,924. 尽量减少恶意软件的传播,Minimize Malware Spread,16,困难,857,"2,098",https://leetcode-cn.com/problems/minimize-malware-spread
917,925. 长按键入,Long Pressed Name,43,简单,"5,677","12,755",https://leetcode-cn.com/problems/long-pressed-name
918,926. 将字符串翻转到单调递增,Flip String To Monotone Increasing,28,中等,"1,790","4,114",https://leetcode-cn.com/problems/flip-string-to-monotone-increasing
919,927. 三等分,Three Equal Parts,16,困难,803,"2,809",https://leetcode-cn.com/problems/three-equal-parts
920,928. 尽量减少恶意软件的传播 II,Minimize Malware Spread Ii,9,困难,527,"1,407",https://leetcode-cn.com/problems/minimize-malware-spread-ii
921,929. 独特的电子邮件地址,Unique Email Addresses,93,简单,"13,055","20,418",https://leetcode-cn.com/problems/unique-email-addresses
922,930. 和相同的二元子数组,Binary Subarrays With Sum,23,中等,"1,665","4,926",https://leetcode-cn.com/problems/binary-subarrays-with-sum
923,931. 下降路径最小和,Minimum Falling Path Sum,25,中等,"3,584","6,136",https://leetcode-cn.com/problems/minimum-falling-path-sum
924,932. 漂亮数组,Beautiful Array,33,中等,"2,158","3,826",https://leetcode-cn.com/problems/beautiful-array
925,933. 最近的请求次数,Number Of Recent Calls,32,简单,"7,500","10,829",https://leetcode-cn.com/problems/number-of-recent-calls
926,934. 最短的桥,Shortest Bridge,45,中等,"2,174","5,100",https://leetcode-cn.com/problems/shortest-bridge
927,936. 戳印序列,Stamping The Sequence,9,困难,378,"1,311",https://leetcode-cn.com/problems/stamping-the-sequence
928,937. 重新排列日志文件,Reorder Data In Log Files,15,简单,"2,906","5,776",https://leetcode-cn.com/problems/reorder-data-in-log-files
929,938. 二叉搜索树的范围和,Range Sum Of Bst,71,简单,"14,718","19,462",https://leetcode-cn.com/problems/range-sum-of-bst
930,939. 最小面积矩形,Minimum Area Rectangle,16,中等,"1,254","2,950",https://leetcode-cn.com/problems/minimum-area-rectangle
931,940. 不同的子序列 II,Distinct Subsequences Ii,26,困难,749,"1,859",https://leetcode-cn.com/problems/distinct-subsequences-ii
932,941. 有效的山脉数组,Valid Mountain Array,31,简单,"6,068","17,597",https://leetcode-cn.com/problems/valid-mountain-array
933,942. 增减字符串匹配,Di String Match,94,简单,"10,552","14,915",https://leetcode-cn.com/problems/di-string-match
934,943. 最短超级串,Find The Shortest Superstring,18,困难,368,"1,035",https://leetcode-cn.com/problems/find-the-shortest-superstring
935,944. 删列造序,Delete Columns To Make Sorted,23,简单,"7,783","11,459",https://leetcode-cn.com/problems/delete-columns-to-make-sorted
936,945. 使数组唯一的最小增量,Minimum Increment To Make Array Unique,21,中等,"2,909","7,034",https://leetcode-cn.com/problems/minimum-increment-to-make-array-unique
937,946. 验证栈序列,Validate Stack Sequences,47,中等,"4,881","9,312",https://leetcode-cn.com/problems/validate-stack-sequences
938,947. 移除最多的同行或同列石头,Most Stones Removed With Same Row Or Column,31,中等,"1,152","2,556",https://leetcode-cn.com/problems/most-stones-removed-with-same-row-or-column
939,948. 令牌放置,Bag Of Tokens,17,中等,"2,071","5,893",https://leetcode-cn.com/problems/bag-of-tokens
940,949. 给定数字能组成的最大时间,Largest Time For Given Digits,23,简单,"2,805","8,352",https://leetcode-cn.com/problems/largest-time-for-given-digits
941,950. 按递增顺序显示卡牌,Reveal Cards In Increasing Order,46,中等,"4,613","6,114",https://leetcode-cn.com/problems/reveal-cards-in-increasing-order
942,951. 翻转等价二叉树,Flip Equivalent Binary Trees,18,中等,"1,981","3,281",https://leetcode-cn.com/problems/flip-equivalent-binary-trees
943,952. 按公因数计算最大组件大小,Largest Component Size By Common Factor,12,困难,625,"2,347",https://leetcode-cn.com/problems/largest-component-size-by-common-factor
944,953. 验证外星语词典,Verifying An Alien Dictionary,22,简单,"3,755","6,652",https://leetcode-cn.com/problems/verifying-an-alien-dictionary
945,954. 二倍数对数组,Array Of Doubled Pairs,14,中等,"1,737","6,896",https://leetcode-cn.com/problems/array-of-doubled-pairs
946,955. 删列造序 II,Delete Columns To Make Sorted Ii,21,中等,922,"3,421",https://leetcode-cn.com/problems/delete-columns-to-make-sorted-ii
947,956. 最高的广告牌,Tallest Billboard,19,困难,741,"2,080",https://leetcode-cn.com/problems/tallest-billboard
948,957. N 天后的牢房,Prison Cells After N Days,34,中等,"4,177","12,820",https://leetcode-cn.com/problems/prison-cells-after-n-days
949,958. 二叉树的完全性检验,Check Completeness Of A Binary Tree,21,中等,"2,537","5,530",https://leetcode-cn.com/problems/check-completeness-of-a-binary-tree
950,959. 由斜杠划分区域,Regions Cut By Slashes,32,中等,"1,176","1,874",https://leetcode-cn.com/problems/regions-cut-by-slashes
951,960. 删列造序 III,Delete Columns To Make Sorted Iii,18,困难,596,"1,275",https://leetcode-cn.com/problems/delete-columns-to-make-sorted-iii
952,961. 重复 N 次的元素,N Repeated Element In Size 2N Array,51,简单,"16,570","25,121",https://leetcode-cn.com/problems/n-repeated-element-in-size-2n-array
953,962. 最大宽度坡,Maximum Width Ramp,28,中等,"2,631","7,531",https://leetcode-cn.com/problems/maximum-width-ramp
954,963. 最小面积矩形 II,Minimum Area Rectangle Ii,18,中等,900,"1,826",https://leetcode-cn.com/problems/minimum-area-rectangle-ii
955,964. 表示数字的最少运算符,Least Operators To Express Number,12,困难,313,996,https://leetcode-cn.com/problems/least-operators-to-express-number
956,965. 单值二叉树,Univalued Binary Tree,28,简单,"9,379","14,207",https://leetcode-cn.com/problems/univalued-binary-tree
957,966. 元音拼写检查器,Vowel Spellchecker,10,中等,846,"2,409",https://leetcode-cn.com/problems/vowel-spellchecker
958,967. 连续差相同的数字,Numbers With Same Consecutive Differences,10,中等,"1,756","5,210",https://leetcode-cn.com/problems/numbers-with-same-consecutive-differences
959,968. 监控二叉树,Binary Tree Cameras,24,困难,"1,147","3,280",https://leetcode-cn.com/problems/binary-tree-cameras
960,969. 煎饼排序,Pancake Sorting,29,中等,"2,814","4,575",https://leetcode-cn.com/problems/pancake-sorting
961,970. 强整数,Powerful Integers,23,简单,"4,153","10,874",https://leetcode-cn.com/problems/powerful-integers
962,971. 翻转二叉树以匹配先序遍历,Flip Binary Tree To Match Preorder Traversal,12,中等,"1,010","2,447",https://leetcode-cn.com/problems/flip-binary-tree-to-match-preorder-traversal
963,972. 相等的有理数,Equal Rational Numbers,7,困难,483,"1,165",https://leetcode-cn.com/problems/equal-rational-numbers
964,973. 最接近原点的 K 个点,K Closest Points To Origin,34,中等,"7,876","13,812",https://leetcode-cn.com/problems/k-closest-points-to-origin
965,974. 和可被 K 整除的子数组,Subarray Sums Divisible By K,32,中等,"1,869","5,212",https://leetcode-cn.com/problems/subarray-sums-divisible-by-k
966,975. 奇偶跳,Odd Even Jump,25,困难,777,"1,878",https://leetcode-cn.com/problems/odd-even-jump
967,976. 三角形的最大周长,Largest Perimeter Triangle,40,简单,"9,659","17,751",https://leetcode-cn.com/problems/largest-perimeter-triangle
968,977. 有序数组的平方,Squares Of A Sorted Array,63,简单,"25,957","36,569",https://leetcode-cn.com/problems/squares-of-a-sorted-array
969,978. 最长湍流子数组,Longest Turbulent Subarray,23,中等,"2,378","6,468",https://leetcode-cn.com/problems/longest-turbulent-subarray
970,979. 在二叉树中分配硬币,Distribute Coins In Binary Tree,50,中等,"1,812","2,827",https://leetcode-cn.com/problems/distribute-coins-in-binary-tree
971,980. 不同路径 III,Unique Paths Iii,28,困难,"2,642","3,853",https://leetcode-cn.com/problems/unique-paths-iii
972,981. 基于时间的键值存储,Time Based Key Value Store,9,中等,925,"2,804",https://leetcode-cn.com/problems/time-based-key-value-store
973,982. 按位与为零的三元组,Triples With Bitwise And Equal To Zero,9,困难,807,"1,695",https://leetcode-cn.com/problems/triples-with-bitwise-and-equal-to-zero
974,983. 最低票价,Minimum Cost For Tickets,63,中等,"3,484","6,276",https://leetcode-cn.com/problems/minimum-cost-for-tickets
975,984. 不含 AAA 或 BBB 的字符串,String Without Aaa Or Bbb,29,中等,"2,677","7,833",https://leetcode-cn.com/problems/string-without-aaa-or-bbb
976,985. 查询后的偶数和,Sum Of Even Numbers After Queries,29,简单,"6,611","11,337",https://leetcode-cn.com/problems/sum-of-even-numbers-after-queries
977,986. 区间列表的交集,Interval List Intersections,21,中等,"3,182","5,312",https://leetcode-cn.com/problems/interval-list-intersections
978,987. 二叉树的垂序遍历,Vertical Order Traversal Of A Binary Tree,13,中等,"1,351","3,665",https://leetcode-cn.com/problems/vertical-order-traversal-of-a-binary-tree
979,988. 从叶结点开始的最小字符串,Smallest String Starting From Leaf,11,中等,"1,934","4,604",https://leetcode-cn.com/problems/smallest-string-starting-from-leaf
980,989. 数组形式的整数加法,Add To Array Form Of Integer,38,简单,"7,685","18,103",https://leetcode-cn.com/problems/add-to-array-form-of-integer
981,990. 等式方程的可满足性,Satisfiability Of Equality Equations,25,中等,"1,593","4,315",https://leetcode-cn.com/problems/satisfiability-of-equality-equations
982,991. 坏了的计算器,Broken Calculator,35,中等,"2,811","5,611",https://leetcode-cn.com/problems/broken-calculator
983,992. K 个不同整数的子数组,Subarrays With K Different Integers,40,困难,"1,952","8,334",https://leetcode-cn.com/problems/subarrays-with-k-different-integers
984,993. 二叉树的堂兄弟节点,Cousins In Binary Tree,32,简单,"4,498","9,177",https://leetcode-cn.com/problems/cousins-in-binary-tree
985,994. 腐烂的橘子,Rotting Oranges,57,简单,"5,562","12,050",https://leetcode-cn.com/problems/rotting-oranges
986,995. K 连续位的最小翻转次数,Minimum Number Of K Consecutive Bit Flips,16,困难,966,"2,557",https://leetcode-cn.com/problems/minimum-number-of-k-consecutive-bit-flips
987,996. 正方形数组的数目,Number Of Squareful Arrays,14,困难,876,"2,079",https://leetcode-cn.com/problems/number-of-squareful-arrays
988,997. 找到小镇的法官,Find The Town Judge,34,简单,"9,588","19,526",https://leetcode-cn.com/problems/find-the-town-judge
989,998. 最大二叉树 II,Maximum Binary Tree Ii,14,中等,"1,290","2,307",https://leetcode-cn.com/problems/maximum-binary-tree-ii
990,999. 车的可用捕获量,Available Captures For Rook,20,简单,"4,333","6,643",https://leetcode-cn.com/problems/available-captures-for-rook
991,1000. 合并石头的最低成本,Minimum Cost To Merge Stones,41,困难,701,"2,502",https://leetcode-cn.com/problems/minimum-cost-to-merge-stones
